Date;Heure;NS;SFC;@ mac;Code err;Interface;Resultat
18/05/2023;3:31:53;22375420463;ME2313840467;;0;2;PASS
18/05/2023;3:32:20;22375420467;ME2313840457;;0;1;PASS
18/05/2023;3:33:04;22375420469;ME2313840374;;0;8;PASS
18/05/2023;3:33:31;22375420631;ME2313840466;;0;7;PASS
18/05/2023;3:34:16;22375420634;ME2313840401;;0;6;PASS
18/05/2023;3:34:51;22375420871;ME2313840463;;0;5;PASS
18/05/2023;3:36:25;4,23231E+11;ME2313840452;;-233;4;FAIL
18/05/2023;3:37:13;;;;-199;4;FAIL
18/05/2023;3:37:46;22375420874;ME2313840464;;0;3;PASS
18/05/2023;3:38:18;22375420400;ME2313840481;;0;2;PASS
18/05/2023;3:38:48;22375420403;ME2313840472;;0;1;PASS
18/05/2023;3:39:17;22375420638;ME2313840415;;0;8;PASS
18/05/2023;3:39:47;22375420645;ME2313840448;;0;7;PASS
18/05/2023;3:40:17;22375420809;ME2313840050;;0;6;PASS
18/05/2023;3:41:02;;;;-199;6;FAIL
18/05/2023;3:41:32;22375420879;ME2313840501;;0;5;PASS
18/05/2023;3:42:01;4,23231E+11;ME2313840530;;-233;4;FAIL
18/05/2023;3:42:30;22375420883;ME2313840537;;0;3;PASS
18/05/2023;3:43:01;22375420890;ME2313840527;;0;2;PASS
18/05/2023;3:43:28;22375420801;ME2313840528;;0;1;PASS
18/05/2023;3:43:58;22375420804;ME2313840529;;0;8;PASS
18/05/2023;3:44:27;22375420805;ME2313840499;;0;7;PASS
18/05/2023;3:44:55;22375420808;ME2313840500;;0;6;PASS
18/05/2023;3:45:24;22375420811;ME2313840538;;0;5;PASS
18/05/2023;3:45:52;22375420814;ME2313840530;;0;4;PASS
18/05/2023;3:46:22;22375420816;ME2313840556;;0;3;PASS
18/05/2023;3:46:50;22375420818;ME2313840546;;0;2;PASS
18/05/2023;3:47:28;22375420821;ME2313840564;;0;1;PASS
18/05/2023;3:47:57;22375420823;ME2313840566;;0;8;PASS
18/05/2023;3:48:28;22375420825;ME2313840565;;0;7;PASS
18/05/2023;3:49:03;22375420885;ME2313840571;;0;6;PASS
18/05/2023;3:49:28;22375420299;ME2313840572;;0;5;PASS
18/05/2023;3:49:59;22375420828;ME2313840576;;0;4;PASS
18/05/2023;3:50:28;22375421092;ME2313840547;;0;3;PASS
18/05/2023;3:51:01;22375421093;ME2313840580;;0;2;PASS
18/05/2023;3:51:34;22375421096;ME2313840595;;0;1;PASS
18/05/2023;3:52:03;22375421098;ME2313840579;;0;8;PASS
18/05/2023;3:52:42;22375421145;ME2313840575;;0;7;PASS
18/05/2023;3:53:18;22375421147;ME2313840592;;0;6;PASS
18/05/2023;3:53:46;22375421152;ME2313840371;;0;5;PASS
18/05/2023;3:54:17;7,23231E+11;ME2313840582;;-233;4;FAIL
18/05/2023;3:54:51;22375420401;ME2313840583;;0;3;PASS
18/05/2023;3:55:19;22375420406;ME2313840520;;0;2;PASS
18/05/2023;3:55:50;22375420409;ME2313840524;;0;1;PASS
18/05/2023;3:56:18;22375420410;ME2313840452;;0;8;PASS
18/05/2023;3:56:48;22375420647;ME2313840604;;0;7;PASS
18/05/2023;3:57:17;22375420649;ME2313840626;;0;6;PASS
18/05/2023;3:57:45;22375420886;ME2313840606;;0;5;PASS
18/05/2023;3:58:14;7,23231E+11;ME2313840582;;-233;4;FAIL
18/05/2023;3:58:46;22375421157;ME2313840553;;0;3;PASS
18/05/2023;3:59:16;22375421160;ME2313840609;;0;2;PASS
18/05/2023;3:59:55;;;;-199;2;FAIL
18/05/2023;4:00:24;22375421162;ME2313840552;;0;1;PASS
18/05/2023;4:00:52;22375421164;ME2313840619;;0;8;PASS
18/05/2023;4:01:21;22375420412;ME2313840605;;0;7;PASS
18/05/2023;4:01:49;22375420414;ME2313840615;;0;6;PASS
18/05/2023;4:02:21;22375420417;ME2313840630;;0;5;PASS
18/05/2023;4:02:56;4,23231E+11;ME2313840634;;-233;4;FAIL
18/05/2023;4:03:40;;;;-199;4;FAIL
18/05/2023;4:04:07;22375420651;ME2313840633;;0;3;PASS
18/05/2023;4:04:36;22375420654;ME2313840584;;0;2;PASS
18/05/2023;4:05:09;22375420656;ME2313840637;;0;1;PASS
18/05/2023;4:05:39;22375420659;ME2313840649;;0;8;PASS
18/05/2023;4:06:06;22375420896;ME2313840650;;0;7;PASS
18/05/2023;4:06:35;4,23231E+11;ME2313840639;;-407;6;FAIL
18/05/2023;4:07:06;22375420420;ME2313840661;;0;5;PASS
18/05/2023;4:07:34;22375420422;ME2313840652;;0;4;PASS
18/05/2023;4:08:03;22375420425;ME2313840635;;0;3;PASS
18/05/2023;4:08:31;22375420427;ME2313840658;;0;2;PASS
18/05/2023;4:09:05;22375420661;ME2313840678;;0;1;PASS
18/05/2023;4:09:31;22375420663;ME2313840680;;0;8;PASS
18/05/2023;4:10:00;22375420665;ME2313840676;;0;7;PASS
18/05/2023;4:10:29;22375420668;ME2313840686;;0;6;PASS
18/05/2023;4:11:07;22375420830;ME2313840681;;0;5;PASS
18/05/2023;4:11:34;7,23231E+11;ME2313840689;;-233;4;FAIL
18/05/2023;4:12:16;;;;-199;4;FAIL
18/05/2023;4:12:57;;;;-199;4;FAIL
18/05/2023;4:13:29;22375420600;ME2313840642;;0;3;PASS
18/05/2023;4:13:56;22375420603;ME2313840691;;0;2;PASS
18/05/2023;4:14:29;22375420606;ME2313840696;;0;1;PASS
18/05/2023;4:14:57;22375420608;ME2313840685;;-502;8;FAIL
18/05/2023;4:15:29;22375420835;ME2313840699;;0;7;PASS
18/05/2023;4:15:57;22375420837;ME2313840695;;0;6;PASS
18/05/2023;4:16:28;22375420840;ME2313840639;;0;5;PASS
18/05/2023;4:17:07;22375420843;ME2313840672;;0;4;PASS
18/05/2023;4:17:34;22375420845;ME2313840700;;0;3;PASS
18/05/2023;4:18:02;22375420847;ME2313840689;;0;2;PASS
18/05/2023;4:18:30;22375420850;ME2313840653;;0;1;PASS
18/05/2023;4:19:05;22375420354;ME2313840634;;0;8;PASS
18/05/2023;4:19:32;22375420357;ME2313840719;;0;7;PASS
18/05/2023;4:20:00;22375420359;ME2313840708;;0;6;PASS
18/05/2023;4:20:30;22375420361;ME2313840725;;0;5;PASS
18/05/2023;4:21:04;7,23231E+11;ME2313840720;;-233;4;FAIL
18/05/2023;4:21:34;22375420370;ME2313840730;;0;3;PASS
18/05/2023;4:22:02;22375420372;ME2313840726;;0;2;PASS
18/05/2023;4:22:43;22375420374;ME2313840704;;0;1;PASS
18/05/2023;4:23:11;22375420597;ME2313840736;;0;8;PASS
18/05/2023;4:23:41;22375420599;ME2313840739;;0;7;PASS
18/05/2023;4:24:14;22375420613;ME2313840771;;0;6;PASS
18/05/2023;4:24:43;22375420855;ME2313840713;;0;5;PASS
18/05/2023;4:25:21;7,23231E+11;ME2313840720;;-233;4;FAIL
18/05/2023;4:25:56;22375420368;ME2313840768;;0;3;PASS
18/05/2023;4:26:27;22375420375;ME2313840769;;0;2;PASS
18/05/2023;4:27:03;22375420378;ME2313840740;;0;1;PASS
18/05/2023;4:27:29;22375420381;ME2313840707;;0;8;PASS
18/05/2023;4:28:01;22375420384;ME2313840727;;0;7;PASS
18/05/2023;4:28:32;22375420386;ME2313840777;;0;6;PASS
18/05/2023;4:29:07;22375420388;ME2313840776;;0;5;PASS
18/05/2023;4:29:33;22375420391;ME2313840770;;0;4;PASS
18/05/2023;4:30:02;22375420393;ME2313840795;;0;3;PASS
18/05/2023;4:30:30;22375420395;ME2313840720;;0;2;PASS
18/05/2023;4:31:06;22375421001;ME2313840797;;0;1;PASS
18/05/2023;4:31:32;22375420311;ME2313840801;;0;8;PASS
18/05/2023;4:32:02;22375420551;ME2313840784;;0;7;PASS
18/05/2023;4:32:35;22375420552;ME2313840799;;0;6;PASS
18/05/2023;4:33:23;22375420557;ME2313840790;;0;5;PASS
18/05/2023;4:33:52;7,23231E+11;ME2313840788;;-233;4;FAIL
18/05/2023;4:34:22;22375420611;ME2313840786;;0;3;PASS
18/05/2023;4:34:51;22375420615;ME2313840803;;0;2;PASS
18/05/2023;4:35:20;22375420795;ME2313840814;;0;1;PASS
18/05/2023;4:35:54;22375420796;ME2313840813;;0;8;PASS
18/05/2023;4:36:22;22375420856;ME2313840742;;0;7;PASS
18/05/2023;4:37:08;22375420618;ME2313840812;;0;6;PASS
18/05/2023;4:37:38;22375420620;ME2313840822;;-502;5;FAIL
18/05/2023;4:38:08;7,23231E+11;ME2313840785;;-233;4;FAIL
18/05/2023;4:38:37;22375420622;ME2313840765;;0;3;PASS
18/05/2023;4:39:06;22375420625;ME2313840753;;0;2;PASS
18/05/2023;4:39:35;7,23231E+11;ME2313840789;;-215;1;FAIL
18/05/2023;4:40:05;22375420629;ME2313840788;;0;8;PASS
18/05/2023;4:40:46;22375420608;ME2313840685;;0;7;PASS
18/05/2023;4:41:19;22375420860;ME2313840745;;0;6;PASS
18/05/2023;4:41:48;22375420862;ME2313840356;;0;5;PASS
18/05/2023;4:42:23;7,23231E+11;ME2313840785;;-233;4;FAIL
18/05/2023;4:42:53;22375420865;ME2313840855;;0;3;PASS
18/05/2023;4:43:21;7,23231E+11;ME2313840857;;-211;2;FAIL
18/05/2023;4:43:52;22375420867;ME2313840789;;0;1;PASS
18/05/2023;4:44:22;22375420620;ME2313840822;;0;8;PASS
18/05/2023;4:45:05;22375421050;ME2313840854;;0;7;PASS
18/05/2023;4:45:39;22375421052;ME2313840766;;0;6;PASS
18/05/2023;4:46:08;22375421053;ME2313840860;;0;5;PASS
18/05/2023;4:46:35;7,23231E+11;ME2313840785;;-233;4;FAIL
18/05/2023;4:46:55;7,23231E+11;;;-107;4;FAIL
18/05/2023;4:47:26;22375420199;ME2313840858;;0;3;PASS
18/05/2023;4:47:58;7,23231E+11;ME2313840857;;-207;2;FAIL
18/05/2023;4:48:28;22375420316;ME2313840864;;0;1;PASS
18/05/2023;4:49:10;22375420318;ME2313840863;;0;8;PASS
18/05/2023;4:49:50;;;;-199;8;FAIL
18/05/2023;4:50:23;22375420555;ME2313840862;;0;7;PASS
18/05/2023;4:50:51;22375420558;ME2313840859;;0;6;PASS
18/05/2023;4:51:19;22375420559;ME2313840865;;0;5;PASS
18/05/2023;4:51:55;22375420797;ME2313840869;;0;4;PASS
18/05/2023;4:52:25;22375421047;ME2313840867;;0;3;PASS
18/05/2023;4:52:56;22375421049;ME2313840857;;0;2;PASS
18/05/2023;4:53:24;22375421057;ME2313840870;;0;1;PASS
18/05/2023;4:53:52;22375421059;ME2313840872;;0;8;PASS
18/05/2023;4:54:21;22375421061;ME2313840853;;0;7;PASS
18/05/2023;4:54:50;22375421062;ME2313840875;;0;6;PASS
18/05/2023;4:55:27;22375421064;ME2313840871;;0;5;PASS
18/05/2023;4:55:54;22375421066;ME2313840874;;0;4;PASS
18/05/2023;4:56:33;22375420320;ME2313840873;;0;3;PASS
18/05/2023;4:57:06;22375420321;ME2313840887;;0;2;PASS
18/05/2023;4:57:39;22375420323;ME2313840901;;0;1;PASS
18/05/2023;4:58:14;22375420324;ME2313840891;;0;8;PASS
18/05/2023;4:58:49;22375420326;ME2313840889;;0;7;PASS
18/05/2023;4:59:19;22375420328;ME2313840899;;0;6;PASS
18/05/2023;4:59:49;22375420333;ME2313840898;;0;5;PASS
18/05/2023;5:00:16;7,23231E+11;ME2313840866;;-233;4;FAIL
18/05/2023;5:00:46;22375420562;ME2313840831;;0;3;PASS
18/05/2023;5:01:17;22375420564;ME2313840582;;-502;2;FAIL
18/05/2023;5:01:39;7,23231E+11;;;-107;2;FAIL
18/05/2023;5:02:07;22375420565;ME2313840900;;0;1;PASS
18/05/2023;5:02:36;22375420568;ME2313840914;;0;8;PASS
18/05/2023;5:03:06;22375420570;ME2313840915;;0;7;PASS
18/05/2023;5:03:33;22375420575;ME2313840904;;0;6;PASS
18/05/2023;5:04:01;22375420581;ME2313840906;;0;5;PASS
18/05/2023;5:04:29;22375420583;ME2313840866;;0;4;PASS
18/05/2023;5:05:01;22375420332;ME2313840943;;0;3;PASS
18/05/2023;5:05:29;22375420335;ME2313840953;;0;2;PASS
18/05/2023;5:06:01;22375420337;ME2313840986;;0;1;PASS
18/05/2023;5:06:37;22375420339;ME2313840950;;0;8;PASS
18/05/2023;5:07:17;22375420351;ME2313840908;;0;7;PASS
18/05/2023;5:07:46;22375420573;ME2313840952;;0;6;PASS
18/05/2023;5:08:15;22375420576;ME2313840905;;0;5;PASS
18/05/2023;5:08:43;22375420579;ME2313840913;;0;4;PASS
18/05/2023;5:09:13;22375420593;ME2313840916;;0;3;PASS
18/05/2023;5:09:41;22375420342;ME2313840948;;0;2;PASS
18/05/2023;5:10:10;22375420343;ME2313840995;;0;1;PASS
18/05/2023;5:10:43;22375420345;ME2313840945;;0;8;PASS
18/05/2023;5:11:19;22375420347;ME2313840963;;0;7;PASS
18/05/2023;5:11:51;22375420584;ME2313841032;;0;6;PASS
18/05/2023;5:12:19;22375420585;ME2313841002;;0;5;PASS
18/05/2023;5:12:48;22375420588;ME2313841006;;0;4;PASS
18/05/2023;5:13:21;22375421058;ME2313841000;;0;3;PASS
18/05/2023;5:13:49;22375421070;ME2313841001;;0;2;PASS
18/05/2023;5:14:17;22375421073;ME2313840910;;0;1;PASS
18/05/2023;5:14:50;22375421076;ME2313841037;;-502;8;FAIL
18/05/2023;5:15:24;22375421077;ME2313841051;;0;7;PASS
18/05/2023;5:15:53;22375421081;ME2313841041;;0;6;PASS
18/05/2023;5:16:33;;;;-199;6;FAIL
18/05/2023;5:17:08;22375420170;ME2313841040;;0;5;PASS
18/05/2023;5:17:43;22375420172;ME2313841052;;0;4;PASS
18/05/2023;5:18:17;22375420398;ME2313841071;;0;3;PASS
18/05/2023;5:18:46;22375421003;ME2313841072;;0;2;PASS
18/05/2023;5:19:18;22375421007;ME2313840996;;0;1;PASS
18/05/2023;5:19:46;22375421010;ME2313841060;;0;8;PASS
18/05/2023;5:20:16;22375421076;ME2313841037;;0;7;PASS
18/05/2023;5:20:54;22375421082;ME2313841082;;0;6;PASS
18/05/2023;5:21:23;22375421087;ME2313840997;;0;5;PASS
18/05/2023;5:22:01;22375421089;ME2313841055;;0;4;PASS
18/05/2023;5:22:31;22375420173;ME2313841031;;0;3;PASS
18/05/2023;5:23:05;22375420176;ME2313840965;;0;2;PASS
18/05/2023;5:23:32;22375420182;ME2313841083;;0;1;PASS
18/05/2023;5:23:59;22375420185;ME2313841084;;0;8;PASS
18/05/2023;5:24:30;22375420187;ME2313840911;;0;7;PASS
18/05/2023;5:25:05;7,23231E+11;ME2313840733;;-203;6;FAIL
18/05/2023;5:25:44;22375421016;ME2313841079;;0;5;PASS
18/05/2023;5:26:13;22375421019;ME2313841035;;0;4;PASS
18/05/2023;5:26:53;22375421022;ME2313841088;;0;3;PASS
18/05/2023;5:27:30;22375421030;ME2313841087;;0;2;PASS
18/05/2023;5:28:09;22375421033;ME2313841101;;0;1;PASS
18/05/2023;5:28:41;22375420177;ME2313840856;;0;8;PASS
18/05/2023;5:29:10;22375420179;ME2313840554;;0;7;PASS
18/05/2023;5:29:38;22375420193;ME2313840733;;0;6;PASS
18/05/2023;5:30:09;22375420195;ME2313841096;;0;5;PASS
18/05/2023;5:30:37;22375420198;ME2313841117;;0;4;PASS
18/05/2023;5:31:06;22375421026;ME2313841120;;0;3;PASS
18/05/2023;5:31:34;22375421028;ME2313841132;;0;2;PASS
18/05/2023;5:32:05;22375421037;ME2313841099;;0;1;PASS
18/05/2023;5:32:36;22375421040;ME2313841108;;0;8;PASS
18/05/2023;5:33:11;22375421041;ME2313841097;;0;7;PASS
18/05/2023;5:33:51;;;;-199;7;FAIL
18/05/2023;5:34:19;22375421044;ME2313841116;;0;6;PASS
18/05/2023;5:34:50;22375420188;ME2313841122;;0;5;PASS
18/05/2023;5:35:20;7,23231E+11;ME2313841119;;-233;4;FAIL
18/05/2023;5:35:56;22375421039;ME2313841121;;0;3;PASS
18/05/2023;5:36:25;4,23231E+11;ME2313841107;;-208;2;FAIL
18/05/2023;5:36:57;22375421604;ME2313841095;;0;1;PASS
18/05/2023;5:37:46;22375421607;ME2313841131;;0;8;PASS
18/05/2023;5:38:31;22375421609;ME2313841076;;0;7;PASS
18/05/2023;5:39:07;22375421841;ME2313841075;;0;6;PASS
18/05/2023;5:39:36;22375421843;ME2313841178;;0;5;PASS
18/05/2023;5:40:04;22375421846;ME2313841119;;0;4;PASS
18/05/2023;5:40:33;22375421849;ME2313841177;;0;3;PASS
18/05/2023;5:41:06;4,23231E+11;ME2313841107;;-208;2;FAIL
18/05/2023;5:41:32;22375421612;ME2313841183;;0;1;PASS
18/05/2023;5:42:00;22375421614;ME2313841127;;0;8;PASS
18/05/2023;5:42:29;22375421616;ME2313841189;;0;7;PASS
18/05/2023;5:43:07;22375421619;ME2313841220;;0;6;PASS
18/05/2023;5:43:33;22375421621;ME2313841224;;0;5;PASS
18/05/2023;5:44:03;7,23231E+11;ME2313841225;;-233;4;FAIL
18/05/2023;5:44:33;22375421854;ME2313841226;;0;3;PASS
18/05/2023;5:45:06;22375421857;ME2313841188;;0;2;PASS
18/05/2023;5:45:33;22375421860;ME2313841209;;0;1;PASS
18/05/2023;5:46:01;22375421863;ME2313841228;;0;8;PASS
18/05/2023;5:46:30;22375421870;ME2313841172;;0;7;PASS
18/05/2023;5:46:58;22375421622;ME2313841231;;0;6;PASS
18/05/2023;5:47:29;22375421625;ME2313841229;;0;5;PASS
18/05/2023;5:47:58;22375421629;ME2313841230;;0;4;PASS
18/05/2023;5:48:27;22375421865;ME2313841225;;0;3;PASS
18/05/2023;5:48:55;22375421868;ME2313841227;;0;2;PASS
18/05/2023;5:49:24;22375422059;ME2313841152;;0;1;PASS
18/05/2023;5:49:52;22375422061;ME2313841219;;0;8;PASS
18/05/2023;5:50:21;22375422063;ME2313841202;;0;7;PASS
18/05/2023;5:50:50;22375422064;ME2313841186;;0;6;PASS
18/05/2023;5:51:19;22375422067;ME2313841187;;0;5;PASS
18/05/2023;5:51:48;7,23231E+11;ME2313841144;;-233;4;FAIL
18/05/2023;5:52:09;4,23231E+11;;;-107;4;FAIL
18/05/2023;5:52:42;22375422071;ME2313841181;;0;3;PASS
18/05/2023;5:53:11;22375422075;ME2313841252;;0;2;PASS
18/05/2023;5:53:39;22375422072;ME2313841180;;0;1;PASS
18/05/2023;5:54:12;22375422078;ME2313841279;;0;8;PASS
18/05/2023;5:54:42;22375422081;ME2313841261;;0;7;PASS
18/05/2023;5:55:11;22375422084;ME2313841270;;0;6;PASS
18/05/2023;5:55:39;22375422087;ME2313841280;;0;5;PASS
18/05/2023;5:56:08;7,23231E+11;ME2313841144;;-233;4;FAIL
18/05/2023;5:56:38;22375422090;ME2313841263;;0;3;PASS
18/05/2023;5:57:06;22375422093;ME2313841268;;0;2;PASS
18/05/2023;5:57:34;22375422097;ME2313841278;;0;1;PASS
18/05/2023;5:58:03;22375422094;ME2313841297;;0;8;PASS
18/05/2023;5:58:37;22375421321;ME2313841289;;0;7;PASS
18/05/2023;5:59:07;22375421324;ME2313841301;;0;6;PASS
18/05/2023;5:59:36;22375421331;ME2313841269;;0;5;PASS
18/05/2023;6:00:04;7,23231E+11;ME2313841144;;-310;4;FAIL
18/05/2023;6:00:35;22375421565;ME2313841300;;0;3;PASS
18/05/2023;6:01:34;22375421571;ME2313841302;;0;2;PASS
18/05/2023;6:02:03;22375422098;ME2313841222;;0;1;PASS
18/05/2023;6:02:24;7,23231E+11;;;-107;1;FAIL
18/05/2023;6:03:04;22375421326;ME2313841309;;0;8;PASS
18/05/2023;6:03:32;22375421328;ME2313841330;;0;7;PASS
18/05/2023;6:04:01;22375421335;ME2313841336;;0;6;PASS
18/05/2023;6:04:29;22375421342;ME2313841335;;0;5;PASS
18/05/2023;6:04:58;22375421574;ME2313841339;;0;4;PASS
18/05/2023;6:05:27;22375421577;ME2313841343;;0;3;PASS
18/05/2023;6:05:56;22375421582;ME2313841303;;0;2;PASS
18/05/2023;6:06:25;22375421584;ME2313841305;;0;1;PASS
18/05/2023;6:06:53;22375421627;ME2313841291;;0;8;PASS
18/05/2023;6:07:22;22375421632;ME2313841214;;0;7;PASS
18/05/2023;6:07:51;22375421635;ME2313841342;;0;6;PASS
18/05/2023;6:08:20;22375421636;ME2313841296;;0;5;PASS
18/05/2023;6:08:49;7,23231E+11;ME2313841290;;-233;4;FAIL
18/05/2023;6:09:19;22375421871;ME2313841287;;0;3;PASS
18/05/2023;6:09:47;22375421873;ME2313841274;;0;2;PASS
18/05/2023;6:10:15;22375421875;ME2313841281;;0;1;PASS
18/05/2023;6:10:44;22375421878;ME2313841221;;0;8;PASS
18/05/2023;6:11:13;22375421881;ME2313841098;;0;7;PASS
18/05/2023;6:11:41;22375421801;ME2313841365;;0;6;PASS
18/05/2023;6:12:10;22375421803;ME2313841374;;0;5;PASS
18/05/2023;6:12:39;22375421805;ME2313841290;;0;4;PASS
18/05/2023;6:13:08;22375421807;ME2313841367;;0;3;PASS
18/05/2023;6:13:38;22375421809;ME2313841358;;0;2;PASS
18/05/2023;6:14:07;22375421811;ME2313841378;;0;1;PASS
18/05/2023;6:14:36;22375421810;ME2313841359;;0;8;PASS
18/05/2023;6:15:06;22375421814;ME2313841266;;0;7;PASS
18/05/2023;6:15:38;22375421816;ME2313841387;;0;6;PASS
18/05/2023;6:16:08;22375421817;ME2313841385;;0;5;PASS
18/05/2023;6:16:37;7,23231E+11;ME2313841383;;-233;4;FAIL
18/05/2023;6:17:07;22375421820;ME2313841386;;0;3;PASS
18/05/2023;6:17:35;22375421822;ME2313841354;;0;2;PASS
18/05/2023;6:18:04;22375421823;ME2313841357;;0;1;PASS
18/05/2023;6:18:34;22375421826;ME2313841388;;0;8;PASS
18/05/2023;6:19:03;22375421829;ME2313841285;;0;7;PASS
18/05/2023;6:19:36;22375421831;ME2313841398;;0;6;PASS
18/05/2023;6:20:13;22375421833;ME2313841416;;0;5;PASS
18/05/2023;6:20:44;7,23231E+11;ME2313841362;;-233;4;FAIL
18/05/2023;6:21:14;22375421333;ME2313841366;;0;3;PASS
18/05/2023;6:21:44;22375421337;ME2313841399;;0;2;PASS
18/05/2023;6:22:13;22375421339;ME2313841383;;0;1;PASS
18/05/2023;6:22:41;22375421578;ME2313841401;;0;8;PASS
18/05/2023;6:23:10;22375421590;ME2313841423;;0;7;PASS
18/05/2023;6:23:52;22375421594;ME2313841420;;0;6;PASS
18/05/2023;6:24:25;22375421836;ME2313841422;;0;5;PASS
18/05/2023;6:24:57;22375421345;ME2313841362;;-502;4;FAIL
18/05/2023;6:25:29;22375421350;ME2313841417;;0;3;PASS
18/05/2023;6:25:58;22375421587;ME2313841340;;0;2;PASS
18/05/2023;6:26:31;22375421595;ME2313841449;;0;1;PASS
18/05/2023;6:27:03;22375421344;ME2313841450;;0;8;PASS
18/05/2023;6:27:33;22375421586;ME2313841428;;0;7;PASS
18/05/2023;6:28:02;22375421347;ME2313841452;;0;6;PASS
18/05/2023;6:28:30;22375421354;ME2313841445;;0;5;PASS
18/05/2023;6:28:59;22375421356;ME2313841437;;0;4;PASS
18/05/2023;6:29:25;7,23231E+11;;;-107;4;FAIL
18/05/2023;6:30:19;;;;-199;4;FAIL
18/05/2023;6:30:45;22375421361;ME2313841462;;0;3;PASS
18/05/2023;6:31:16;22375421364;ME2313841440;;0;2;PASS
18/05/2023;6:31:45;22375421596;ME2313841441;;0;1;PASS
18/05/2023;6:32:14;22375421599;ME2313841436;;0;8;PASS
18/05/2023;6:32:42;22375421523;ME2313841427;;0;7;PASS
18/05/2023;6:33:19;22375421526;ME2313841434;;0;6;PASS
18/05/2023;6:33:47;22375421345;ME2313841362;;0;5;PASS
18/05/2023;6:34:16;4,23231E+11;ME2313841493;;-233;4;FAIL
18/05/2023;6:34:46;22375421767;ME2313841487;;0;3;PASS
18/05/2023;6:35:20;22375421771;ME2313841470;;0;2;PASS
18/05/2023;6:35:48;22375421528;ME2313841482;;-502;1;FAIL
18/05/2023;6:36:18;22375421529;ME2313841483;;0;8;PASS
18/05/2023;6:36:47;22375421532;ME2313841496;;0;7;PASS
18/05/2023;6:37:31;22375421765;ME2313841475;;0;6;PASS
18/05/2023;6:38:04;22375421772;ME2313841474;;0;5;PASS
18/05/2023;6:38:31;7,23231E+11;ME2313841501;;-233;4;FAIL
18/05/2023;6:39:13;;;;-199;4;FAIL
18/05/2023;6:39:47;22375421774;ME2313841527;;0;3;PASS
18/05/2023;6:40:15;22375421781;ME2313841535;;0;2;PASS
18/05/2023;6:40:44;22375421302;ME2313841504;;0;1;PASS
18/05/2023;6:41:12;22375421536;ME2313841526;;0;8;PASS
18/05/2023;6:41:42;22375421528;ME2313841482;;0;7;PASS
18/05/2023;6:42:10;22375421544;ME2313841493;;0;6;PASS
18/05/2023;6:42:47;22375421551;ME2313841477;;0;5;PASS
18/05/2023;6:43:18;22375421777;ME2313841515;;0;4;PASS
18/05/2023;6:43:47;22375421779;ME2313841514;;0;3;PASS
18/05/2023;6:44:23;22375421790;ME2313841513;;0;2;PASS
18/05/2023;6:44:51;22375421791;ME2313841519;;0;1;PASS
