Date;Heure;NS;SFC;@ mac;Code err;Interface;Resultat
18/05/2023;6:45:22;22375421169;ME2313841402;;0;8;PASS
18/05/2023;6:45:52;22375421172;ME2313841476;;0;7;PASS
18/05/2023;6:46:19;22375421175;ME2313841472;;0;6;PASS
18/05/2023;6:46:48;22375421180;ME2313841403;;0;5;PASS
18/05/2023;6:47:19;7,23231E+11;ME2313841540;;-233;4;FAIL
18/05/2023;6:47:49;22375422014;ME2313841544;;0;3;PASS
18/05/2023;6:48:18;22375422017;ME2313841543;;0;2;PASS
18/05/2023;6:48:49;22375422019;ME2313841547;;0;1;PASS
18/05/2023;6:49:25;22375422022;ME2313841559;;0;8;PASS
18/05/2023;6:49:52;22375422023;ME2313841438;;0;7;PASS
18/05/2023;6:50:21;22375421178;ME2313841548;;0;6;PASS
18/05/2023;6:50:50;22375421181;ME2313841551;;0;5;PASS
18/05/2023;6:51:26;22375421184;ME2313841540;;0;4;PASS
18/05/2023;6:51:59;22375421187;ME2313841569;;0;3;PASS
18/05/2023;6:52:41;22375422025;ME2313841568;;0;2;PASS
18/05/2023;6:53:19;22375422028;ME2313841510;;0;1;PASS
18/05/2023;6:53:47;22375422031;ME2313841439;;-502;8;FAIL
18/05/2023;6:54:17;22375422032;ME2313841572;;0;7;PASS
18/05/2023;6:54:47;22375421191;ME2313841580;;0;6;PASS
18/05/2023;6:55:16;22375421193;ME2313841552;;-502;5;FAIL
18/05/2023;6:55:48;22375421195;ME2313841576;;0;4;PASS
18/05/2023;6:56:21;22375421305;ME2313841479;;0;3;PASS
18/05/2023;6:57:07;22375421541;ME2313841581;;0;2;PASS
18/05/2023;6:57:33;22375421547;ME2313841503;;0;1;PASS
18/05/2023;6:58:01;22375421548;ME2313841537;;0;8;PASS
18/05/2023;6:58:32;22375422031;ME2313841439;;0;7;PASS
18/05/2023;6:59:06;22375421787;ME2313841458;;0;6;PASS
18/05/2023;6:59:44;22375422040;ME2313841598;;0;5;PASS
18/05/2023;7:00:13;22375422042;ME2313841457;;0;4;PASS
18/05/2023;7:00:43;22375421304;ME2313841552;;-502;3;FAIL
18/05/2023;7:01:13;22375421304;ME2313841498;;0;2;PASS
18/05/2023;7:01:42;22375421308;ME2313841501;;0;1;PASS
18/05/2023;7:02:11;22375421310;ME2313841353;;0;8;PASS
18/05/2023;7:02:41;22375421312;ME2313841520;;0;7;PASS
18/05/2023;7:03:09;22375421320;ME2313841597;;0;6;PASS
18/05/2023;7:03:37;22375421546;ME2313841517;;0;5;PASS
18/05/2023;7:04:08;22375421552;ME2313841585;;0;4;PASS
18/05/2023;7:04:54;;;;-199;4;FAIL
18/05/2023;7:05:22;22375421554;ME2313841589;;0;3;PASS
18/05/2023;7:05:51;22375421193;ME2313841552;;0;2;PASS
18/05/2023;7:07:38;22375421560;ME2313841603;;0;1;PASS
18/05/2023;7:08:05;22375421562;ME2313841592;;0;8;PASS
18/05/2023;7:08:33;22375421796;ME2313841516;;0;7;PASS
18/05/2023;7:09:17;22375421198;ME2313841608;;0;6;PASS
18/05/2023;7:09:45;22375421318;ME2313841604;;0;5;PASS
18/05/2023;7:10:14;7,23231E+11;ME2313841599;;-210;4;FAIL
18/05/2023;7:10:44;22375421556;ME2313841584;;0;3;PASS
18/05/2023;7:11:12;22375421558;ME2313841594;;0;2;PASS
18/05/2023;7:11:43;22375421720;ME2313841607;;0;1;PASS
18/05/2023;7:12:13;22375421724;ME2313841602;;0;8;PASS
18/05/2023;7:12:41;22375421798;ME2313841671;;0;7;PASS
18/05/2023;7:13:19;22375421909;ME2313841682;;0;6;PASS
18/05/2023;7:13:47;22375421962;ME2313841612;;0;5;PASS
18/05/2023;7:14:16;22375421189;ME2313841621;;0;4;PASS
18/05/2023;7:14:44;7,23231E+11;ME2313841599;;-201;3;FAIL
18/05/2023;7:15:17;22375421199;ME2313841629;;0;2;PASS
18/05/2023;7:15:46;22375421901;ME2313841622;;0;1;PASS
18/05/2023;7:16:15;22375421904;ME2313841619;;0;8;PASS
18/05/2023;7:16:44;22375421907;ME2313841433;;0;7;PASS
18/05/2023;7:17:13;22375421908;ME2313841575;;0;6;PASS
18/05/2023;7:17:42;22375422038;ME2313841630;;0;5;PASS
18/05/2023;7:18:15;22375422044;ME2313841643;;0;4;PASS
18/05/2023;7:18:44;22375421370;ME2313841623;;0;3;PASS
18/05/2023;7:19:26;22375421910;ME2313841661;;0;2;PASS
18/05/2023;7:19:54;22375421913;ME2313841617;;0;1;PASS
18/05/2023;7:20:26;22375421916;ME2313841599;;0;8;PASS
18/05/2023;7:21:06;22375421918;ME2313841492;;0;7;PASS
18/05/2023;7:21:38;4,23231E+11;ME2313841668;;-203;6;FAIL
18/05/2023;7:22:11;22375422048;ME2313841670;;0;5;PASS
18/05/2023;7:22:54;4,23231E+11;ME2313841705;;-233;4;FAIL
18/05/2023;7:23:24;22375422052;ME2313841673;;0;3;PASS
18/05/2023;7:23:52;4,23231E+11;ME2313841616;;-217;2;FAIL
18/05/2023;7:24:22;22375422057;ME2313841713;;0;1;PASS
18/05/2023;7:24:55;22375421367;ME2313841583;;0;8;PASS
18/05/2023;7:25:27;22375421372;ME2313841586;;0;7;PASS
18/05/2023;7:25:55;22375421374;ME2313841668;;0;6;PASS
18/05/2023;7:26:23;22375421376;ME2313841711;;0;5;PASS
18/05/2023;7:26:53;4,23231E+11;ME2313841705;;-233;4;FAIL
18/05/2023;7:27:24;22375421380;ME2313841717;;0;3;PASS
18/05/2023;7:27:52;22375421382;ME2313841708;;0;2;PASS
18/05/2023;7:28:27;22375421385;ME2313841734;;0;1;PASS
18/05/2023;7:28:56;22375421390;ME2313841635;;0;8;PASS
18/05/2023;7:29:26;22375421393;ME2313841729;;0;7;PASS
18/05/2023;7:29:55;22375421388;ME2313841660;;0;6;PASS
18/05/2023;7:30:26;22375421394;ME2313841614;;0;5;PASS
18/05/2023;7:30:58;22375421397;ME2313841705;;0;4;PASS
18/05/2023;7:31:26;22375422000;ME2313841730;;0;3;PASS
18/05/2023;7:31:55;22375422001;ME2313841743;;0;2;PASS
18/05/2023;7:32:28;22375422005;ME2313841731;;0;1;PASS
18/05/2023;7:32:56;22375422011;ME2313841741;;0;8;PASS
18/05/2023;7:33:25;22375422013;ME2313841616;;0;7;PASS
18/05/2023;7:33:59;22375421721;ME2313841723;;0;6;PASS
18/05/2023;7:34:28;22375421726;ME2313841736;;0;5;PASS
18/05/2023;7:37:08;7,23231E+11;ME2313841590;;-233;4;FAIL
18/05/2023;7:37:38;22375421730;ME2313841667;;0;3;PASS
18/05/2023;7:38:06;22375421967;ME2313841739;;0;2;PASS
18/05/2023;7:38:40;22375421969;ME2313841601;;0;1;PASS
18/05/2023;7:39:22;22375422008;ME2313841591;;0;8;PASS
18/05/2023;7:39:56;22375421731;ME2313841636;;0;7;PASS
18/05/2023;7:40:25;22375421733;ME2313841759;;0;6;PASS
18/05/2023;7:41:06;22375421736;ME2313841649;;0;5;PASS
18/05/2023;7:41:33;22375421738;ME2313841763;;0;4;PASS
18/05/2023;7:42:01;22375421970;ME2313841766;;0;3;PASS
18/05/2023;7:42:30;22375421973;ME2313841631;;0;2;PASS
18/05/2023;7:43:07;22375421975;ME2313841677;;0;1;PASS
18/05/2023;7:43:32;22375421978;ME2313841762;;0;8;PASS
18/05/2023;7:44:01;22375421983;ME2313841675;;0;7;PASS
18/05/2023;7:44:30;22375421991;ME2313841800;;0;6;PASS
18/05/2023;7:44:58;22375421503;ME2313841777;;0;5;PASS
18/05/2023;7:45:28;22375421505;ME2313841805;;0;4;PASS
18/05/2023;7:45:57;22375421507;ME2313841808;;0;3;PASS
18/05/2023;7:46:29;22375421742;ME2313841794;;0;2;PASS
18/05/2023;7:46:57;22375421743;ME2313741225;;0;1;PASS
18/05/2023;7:47:28;22375421746;ME2313741242;;0;8;PASS
18/05/2023;7:47:56;22375421981;ME2313741220;;0;7;PASS
18/05/2023;7:48:25;22375421984;ME2313741435;;0;6;PASS
18/05/2023;7:48:54;22375421986;ME2313741223;;0;5;PASS
18/05/2023;7:49:22;22375421988;ME2313741218;;0;4;PASS
18/05/2023;7:49:51;22375421510;ME2313741214;;0;3;PASS
18/05/2023;7:50:20;22375421513;ME2313741425;;0;2;PASS
18/05/2023;7:50:49;22375421514;ME2313841511;;0;1;PASS
18/05/2023;7:51:22;22375421748;ME2313841807;;0;8;PASS
18/05/2023;7:51:51;22375421751;ME2313841776;;0;7;PASS
18/05/2023;7:52:19;22375421753;ME2313841806;;0;6;PASS
18/05/2023;7:52:48;22375421754;ME2313841773;;0;5;PASS
18/05/2023;7:53:17;22375421757;ME2313841809;;0;4;PASS
18/05/2023;7:53:46;22375421993;ME2313841788;;0;3;PASS
18/05/2023;7:54:15;22375421996;ME2313841816;;0;2;PASS
18/05/2023;7:54:44;22375421999;ME2313841786;;0;1;PASS
18/05/2023;7:55:12;22375421210;ME2313841746;;0;8;PASS
18/05/2023;7:55:43;22375421516;ME2313841648;;0;7;PASS
18/05/2023;7:56:10;22375421518;ME2313841710;;0;6;PASS
18/05/2023;7:56:39;22375421690;ME2313841785;;0;5;PASS
18/05/2023;7:57:10;22375421694;ME2313841826;;-502;4;FAIL
18/05/2023;7:57:39;22375421758;ME2313841827;;0;3;PASS
18/05/2023;7:58:09;22375421921;ME2313841653;;0;2;PASS
18/05/2023;7:58:36;22375421923;ME2313841694;;0;1;PASS
18/05/2023;7:59:08;22375421925;ME2313841684;;0;8;PASS
18/05/2023;7:59:36;22375421200;ME2313841652;;0;7;PASS
18/05/2023;8:00:05;22375421203;ME2313841795;;0;6;PASS
18/05/2023;8:00:36;22375421206;ME2313841839;;0;5;PASS
18/05/2023;8:01:07;22375421207;ME2313841868;;0;4;PASS
18/05/2023;8:01:37;22375421443;ME2313841865;;0;3;PASS
18/05/2023;8:02:05;22375421445;ME2313841657;;0;2;PASS
18/05/2023;8:02:34;22375421448;ME2313841802;;0;1;PASS
18/05/2023;8:03:08;22375421450;ME2313841688;;0;8;PASS
18/05/2023;8:03:35;22375421685;ME2313841627;;0;7;PASS
18/05/2023;8:05:16;22375421687;ME2313841593;;0;6;PASS
18/05/2023;8:05:45;22375421208;ME2313841658;;0;5;PASS
18/05/2023;8:06:13;22375421213;ME2313841866;;0;4;PASS
18/05/2023;8:06:42;22375421220;ME2313841867;;0;3;PASS
18/05/2023;8:07:11;22375421456;ME2313841860;;0;2;PASS
18/05/2023;8:07:40;7,4623E+11;ME2313841783;;-210;1;FAIL
18/05/2023;8:08:10;22375421463;ME2313841874;;0;8;PASS
18/05/2023;8:08:38;22375421697;ME2313841875;;0;7;PASS
18/05/2023;8:09:07;22375421927;ME2313841883;;0;6;PASS
18/05/2023;8:09:35;22375421932;ME2313841891;;0;5;PASS
18/05/2023;8:10:04;22375421701;ME2313841886;;0;4;PASS
18/05/2023;8:10:33;22375421705;ME2313841873;;0;3;PASS
18/05/2023;8:11:04;22375421931;ME2313841885;;0;2;PASS
18/05/2023;8:11:36;22375421934;ME2313841887;;0;1;PASS
18/05/2023;8:12:08;22375421936;ME2313841828;;0;8;PASS
18/05/2023;8:12:36;22375421937;ME2313841872;;0;7;PASS
18/05/2023;8:13:08;22375421939;ME2313841799;;0;6;PASS
18/05/2023;8:13:45;22375421941;ME2313841654;;0;5;PASS
18/05/2023;8:14:28;22375421943;ME2313841644;;0;4;PASS
18/05/2023;8:14:56;22375421703;ME2313841892;;0;3;PASS
18/05/2023;8:15:24;22375421704;ME2313841832;;0;2;PASS
;8:15:53;22375421707;ME2313841850;;0;1;PASS
18/05/2023;8:16:21;22375421709;ME2313841893;;0;8;PASS
18/05/2023;8:16:50;22375421712;ME2313841894;;0;7;PASS
18/05/2023;8:17:20;22375421945;ME2313841862;;0;6;PASS
18/05/2023;8:17:48;22375421947;ME2313841895;;0;5;PASS
18/05/2023;8:18:16;22375421948;ME2313841907;;0;4;PASS
18/05/2023;8:18:45;22375421950;ME2313841901;;0;3;PASS
18/05/2023;8:19:20;22375421954;ME2313841902;;0;2;PASS
18/05/2023;8:19:49;22375421211;ME2313841801;;0;1;PASS
18/05/2023;8:20:17;22375421212;ME2313841906;;0;8;PASS
18/05/2023;8:20:46;22375421216;ME2313841830;;0;7;PASS
18/05/2023;8:21:18;22375421218;ME2313841909;;0;6;PASS
18/05/2023;8:21:55;22375421457;ME2313841908;;0;5;PASS
18/05/2023;8:22:20;22375421459;ME2313841927;;0;4;PASS
18/05/2023;8:22:49;22375421699;ME2313841921;;0;3;PASS
18/05/2023;8:23:20;22375421715;ME2313841931;;0;2;PASS
18/05/2023;8:23:47;22375421717;ME2313841890;;0;1;PASS
18/05/2023;8:24:17;22375421719;ME2313841933;;0;8;PASS
18/05/2023;8:24:45;22375421952;ME2313841869;;0;7;PASS
18/05/2023;8:25:19;22375421956;ME2313841923;;0;6;PASS
18/05/2023;8:25:47;22375421959;ME2313841595;;0;5;PASS
18/05/2023;8:26:16;22375421222;ME2313841889;;-502;4;FAIL
18/05/2023;8:26:45;22375421223;ME2313841935;;0;3;PASS
18/05/2023;8:27:20;22375421226;ME2313841934;;0;2;PASS
18/05/2023;8:27:45;22375421689;ME2313841822;;-802;1;FAIL
18/05/2023;8:28:15;22375421231;ME2313841880;;0;8;PASS
18/05/2023;8:28:44;7,23231E+11;ME2313841913;;-301;7;FAIL
18/05/2023;8:29:20;22375421464;ME2313841912;;0;6;PASS
18/05/2023;8:29:49;22375421467;ME2313841896;;0;5;PASS
18/05/2023;8:30:18;22375421471;ME2313841897;;0;4;PASS
18/05/2023;8:30:47;22375421473;ME2313841943;;0;3;PASS
18/05/2023;8:31:29;22375421227;ME2313841942;;0;2;PASS
18/05/2023;8:31:59;22375421236;ME2313841941;;0;1;PASS
18/05/2023;8:32:29;22375421241;ME2313841833;;0;8;PASS
18/05/2023;8:33:05;22375421243;ME2313841940;;0;7;PASS
18/05/2023;8:33:31;22375421475;ME2313841955;;0;6;PASS
18/05/2023;8:34:01;22375421477;ME2313841966;;0;5;PASS
18/05/2023;8:34:29;22375421481;ME2313841882;;0;4;PASS
18/05/2023;8:34:57;22375421484;ME2313841963;;0;3;PASS
18/05/2023;8:35:27;22375421237;ME2313841950;;0;2;PASS
18/05/2023;8:35:59;22375421239;ME2313841977;;-502;1;FAIL
18/05/2023;8:36:30;22375421400;ME2313841979;;0;8;PASS
18/05/2023;8:37:03;22375421476;ME2313841951;;0;7;PASS
18/05/2023;8:37:29;22375421640;ME2313841645;;0;6;PASS
18/05/2023;8:37:58;22375421643;ME2313841980;;0;5;PASS
18/05/2023;8:38:37;22375421882;ME2313841937;;0;4;PASS
18/05/2023;8:39:06;22375421885;ME2313841936;;0;3;PASS
18/05/2023;8:39:35;22375421891;ME2313841968;;0;2;PASS
18/05/2023;8:40:02;22375421402;ME2313841913;;0;1;PASS
18/05/2023;8:40:30;22375421407;ME2313841939;;-502;8;FAIL
18/05/2023;8:41:08;22375421408;ME2313841796;;0;7;PASS
18/05/2023;8:41:35;22375421644;ME2313841706;;0;6;PASS
18/05/2023;8:42:04;22375421646;ME2313841989;;0;5;PASS
18/05/2023;8:42:35;22375421647;ME2313841938;;0;4;PASS
18/05/2023;8:43:08;22375421649;ME2313841994;;0;3;PASS
18/05/2023;8:43:35;22375421887;ME2313842017;;0;2;PASS
18/05/2023;8:44:03;22375421889;ME2313842031;;0;1;PASS
18/05/2023;8:44:37;22375421293;ME2313842034;;0;8;PASS
18/05/2023;8:45:10;22375421411;ME2313842032;;0;7;PASS
18/05/2023;8:45:36;22375421651;ME2313842018;;0;6;PASS
18/05/2023;8:46:04;22375421654;ME2313841983;;0;5;PASS
18/05/2023;8:46:33;22375421893;ME2313842049;;0;4;PASS
18/05/2023;8:47:07;22375421896;ME2313842050;;0;3;PASS
18/05/2023;8:47:36;22375421291;ME2313842051;;0;2;PASS
18/05/2023;8:48:07;22375421292;ME2313842058;;0;1;PASS
18/05/2023;8:48:36;22375421295;ME2313841990;;0;8;PASS
18/05/2023;8:49:06;22375421298;ME2313842069;;0;7;PASS
18/05/2023;8:49:43;22375422136;ME2313842089;;0;6;PASS
18/05/2023;8:50:11;22375422138;ME2313842090;;0;5;PASS
18/05/2023;8:50:46;22375422142;ME2313841947;;0;4;PASS
18/05/2023;8:51:19;22375422144;ME2313842071;;0;3;PASS
18/05/2023;8:51:47;22375422148;ME2313842072;;0;2;PASS
18/05/2023;8:52:16;22375422150;ME2313842062;;0;1;PASS
18/05/2023;8:52:45;22375422153;ME2313842105;;0;8;PASS
18/05/2023;8:53:20;22375422155;ME2313842063;;0;7;PASS
18/05/2023;8:53:48;22375421410;ME2313842123;;0;6;PASS
18/05/2023;8:54:16;22375421416;ME2313842121;;0;5;PASS
18/05/2023;8:54:45;22375421899;ME2313842115;;0;4;PASS
18/05/2023;8:55:39;22375422161;ME2313842057;;0;3;PASS
18/05/2023;8:56:08;22375422163;ME2313842124;;0;2;PASS
18/05/2023;8:56:44;22375422167;ME2313842116;;0;1;PASS
18/05/2023;8:57:13;22375421658;ME2313842120;;0;8;PASS
18/05/2023;8:57:42;22375421417;ME2313842112;;0;7;PASS
18/05/2023;8:58:11;22375421419;ME2313842111;;0;6;PASS
18/05/2023;8:58:38;22375421422;ME2313842127;;0;5;PASS
18/05/2023;8:59:07;22375421430;ME2313842110;;0;4;PASS
18/05/2023;8:59:36;22375421662;ME2313842113;;0;3;PASS
18/05/2023;9:00:05;22375421664;ME2313842109;;-502;2;FAIL
18/05/2023;9:00:35;22375421670;ME2313842103;;0;1;PASS
18/05/2023;9:01:08;22375421672;ME2313841984;;0;8;PASS
18/05/2023;9:01:45;22375421424;ME2313842126;;0;7;PASS
18/05/2023;9:02:15;22375421427;ME2313842068;;0;6;PASS
18/05/2023;9:02:44;22375421440;ME2313842108;;0;5;PASS
18/05/2023;9:03:13;22375421441;ME2313841876;;0;4;PASS
18/05/2023;9:03:41;22375421669;ME2313842067;;-502;3;FAIL
18/05/2023;9:04:13;22375421682;ME2313842052;;0;2;PASS
18/05/2023;9:04:40;22375421431;ME2313842047;;0;1;PASS
18/05/2023;9:05:11;22375421434;ME2313842080;;0;8;PASS
18/05/2023;9:05:38;22375421437;ME2313842106;;0;7;PASS
18/05/2023;9:06:08;22375421439;ME2313842164;;0;6;PASS
18/05/2023;9:06:35;22375421673;ME2313842157;;0;5;PASS
18/05/2023;9:07:05;22375421676;ME2313842167;;0;4;PASS
18/05/2023;9:07:34;22375421678;ME2313842130;;0;3;PASS
18/05/2023;9:08:04;22375421679;ME2313842161;;0;2;PASS
18/05/2023;9:08:33;22375421250;ME2313842145;;0;1;PASS
18/05/2023;9:09:09;22375421253;ME2313842023;;0;8;PASS
18/05/2023;9:09:36;22375421490;ME2313842142;;0;7;PASS
18/05/2023;9:10:04;22375421492;ME2313842147;;0;6;PASS
18/05/2023;9:10:32;22375421496;ME2313842149;;0;5;PASS
18/05/2023;9:11:07;22375422101;ME2313842153;;0;4;PASS
18/05/2023;9:11:33;22375422158;ME2313842159;;0;3;PASS
18/05/2023;9:12:02;22375422164;ME2313842156;;0;2;PASS
18/05/2023;9:12:30;22375421669;ME2313842067;;0;1;PASS
18/05/2023;9:13:06;22375421244;ME2313842152;;0;8;PASS
18/05/2023;9:13:32;22375421246;ME2313842168;;0;7;PASS
18/05/2023;9:15:13;22375421249;ME2313841914;;0;6;PASS
18/05/2023;9:15:41;22375421261;ME2313842175;;0;5;PASS
18/05/2023;9:16:10;22375421262;ME2313842165;;0;4;PASS
18/05/2023;9:16:39;22375421264;ME2313842139;;0;3;PASS
18/05/2023;9:17:09;22375421494;ME2313842033;;0;2;PASS
18/05/2023;9:17:39;4,23231E+11;ME2313842182;;-210;1;FAIL
18/05/2023;9:18:09;22375421255;ME2313842194;;0;8;PASS
18/05/2023;9:18:38;22375421258;ME2313842181;;0;7;PASS
18/05/2023;9:19:07;22375421271;ME2313842189;;0;6;PASS
18/05/2023;9:19:36;22375421497;ME2313842190;;0;5;PASS
18/05/2023;9:20:13;22375421499;ME2313842200;;0;4;PASS
18/05/2023;9:20:41;22375422103;ME2313842144;;0;3;PASS
18/05/2023;9:21:10;22375422106;ME2313842188;;0;2;PASS
18/05/2023;9:21:38;22375422109;ME2313842192;;0;1;PASS
18/05/2023;9:22:06;22375421266;ME2313842191;;0;8;PASS
18/05/2023;9:22:35;22375421268;ME2313842211;;0;7;PASS
18/05/2023;9:23:07;22375421274;ME2313842221;;0;6;PASS
18/05/2023;9:23:35;22375422114;ME2313842180;;0;5;PASS
18/05/2023;9:24:05;22375422115;ME2313842216;;0;4;PASS
18/05/2023;9:24:33;22375422118;ME2313842205;;0;3;PASS
18/05/2023;9:25:04;22375422121;ME2313842129;;0;2;PASS
18/05/2023;9:25:30;22375421277;ME2313842131;;0;1;PASS
18/05/2023;9:25:59;22375422156;ME2313842098;;0;8;PASS
18/05/2023;9:26:28;22375421280;ME2313841988;;0;7;PASS
18/05/2023;9:26:57;22375421283;ME2313842260;;0;6;PASS
18/05/2023;9:27:31;22375421285;ME2313842237;;0;5;PASS
18/05/2023;9:27:59;22375421286;ME2313842241;;0;4;PASS
18/05/2023;9:28:36;22375422126;ME2313842102;;0;3;PASS
18/05/2023;9:29:07;22375422131;ME2313842264;;0;2;PASS
18/05/2023;9:29:33;22375422133;ME2313842240;;0;1;PASS
18/05/2023;9:30:02;22375422124;ME2313842210;;0;8;PASS
18/05/2023;9:30:29;22375422930;ME2313842239;;0;7;PASS
18/05/2023;9:30:58;22375422933;ME2313842242;;0;6;PASS
18/05/2023;9:31:27;22375422938;ME2313842243;;0;5;PASS
18/05/2023;9:32:11;22375422700;ME2313842248;;0;4;PASS
18/05/2023;9:32:40;22375422702;ME2313842257;;0;3;PASS
18/05/2023;9:33:08;22375422704;ME2313842244;;0;2;PASS
18/05/2023;9:33:37;22375422706;ME2313842274;;0;1;PASS
18/05/2023;9:34:05;22375422939;ME2313842297;;0;8;PASS
18/05/2023;9:34:34;22375422941;ME2313842289;;0;7;PASS
18/05/2023;9:35:04;22375422943;ME2313842293;;0;6;PASS
18/05/2023;9:35:31;22375422946;ME2313842288;;0;5;PASS
18/05/2023;9:36:00;22375422948;ME2313842305;;0;4;PASS
18/05/2023;9:36:31;22375422708;ME2313842306;;0;3;PASS
18/05/2023;9:37:10;22375422711;ME2313842214;;0;2;PASS
18/05/2023;9:37:37;22375422714;ME2313842309;;0;1;PASS
18/05/2023;9:38:04;22375422716;ME2313842310;;0;8;PASS
18/05/2023;9:38:34;22375422718;ME2313842286;;0;7;PASS
18/05/2023;9:39:07;22375422720;ME2313842166;;0;6;PASS
18/05/2023;9:39:42;22375422951;ME2313842304;;0;5;PASS
18/05/2023;9:40:10;4,23231E+11;ME2313842302;;-233;4;FAIL
18/05/2023;9:40:50;22375422956;ME2313842255;;0;3;PASS
18/05/2023;9:41:20;22375422957;ME2313842215;;0;2;PASS
18/05/2023;9:41:48;22375422959;ME2313842320;;0;1;PASS
18/05/2023;9:42:17;22375422963;ME2313841590;;0;8;PASS
18/05/2023;9:42:46;22375422723;ME2313841737;;0;7;PASS
18/05/2023;9:43:15;4,23231E+11;ME2313842324;;-219;6;FAIL
18/05/2023;9:43:45;22375422727;ME2313841676;;0;5;PASS
18/05/2023;9:44:13;4,23231E+11;ME2313842323;;-233;4;FAIL
18/05/2023;9:44:43;22375422960;ME2313842334;;0;3;PASS
18/05/2023;9:45:12;22375422966;ME2313842341;;0;2;PASS
18/05/2023;9:45:41;22375422958;ME2313842225;;0;1;PASS
18/05/2023;9:46:09;22375422969;ME2313842345;;0;8;PASS
18/05/2023;9:47:04;22375423148;ME2313842330;;0;7;PASS
18/05/2023;9:47:41;22375423150;ME2313842338;;0;6;PASS
18/05/2023;9:48:22;;;;-199;6;FAIL
18/05/2023;9:49:06;;;;-199;6;FAIL
18/05/2023;9:49:35;22375423152;ME2313842324;;0;5;PASS
18/05/2023;9:50:03;22375423154;ME2313842300;;-502;4;FAIL
18/05/2023;9:50:33;22375423156;ME2313842228;;0;3;PASS
18/05/2023;9:51:06;22375422413;ME2313842295;;0;2;PASS
18/05/2023;9:51:31;4,23231E+11;ME2313842342;;-233;1;FAIL
18/05/2023;9:52:16;22375422661;ME2313841987;;0;8;PASS
18/05/2023;9:52:44;22375422900;ME2313842329;;0;7;PASS
18/05/2023;9:53:43;22375422902;ME2313842328;;0;5;PASS
18/05/2023;9:54:13;22375422904;ME2313842347;;0;4;PASS
18/05/2023;9:54:40;22375422909;ME2313842348;;0;3;PASS
18/05/2023;9:55:08;22375423158;ME2313842351;;0;2;PASS
18/05/2023;9:55:37;22375423160;ME2313842353;;-502;1;FAIL
18/05/2023;9:56:07;22375423161;ME2313842357;;0;8;PASS
18/05/2023;9:56:36;22375423163;ME2313842263;;0;7;PASS
18/05/2023;9:57:06;22375423165;ME2313842361;;0;6;PASS
18/05/2023;9:57:50;22375423166;ME2313842342;;0;5;PASS
18/05/2023;9:58:20;22375423168;ME2313842360;;0;4;PASS
18/05/2023;9:58:47;22375422411;ME2313842367;;0;3;PASS
